Model_name,Model_link,Model_experiment_details,Average_open_llm_score ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Not Available on HF,Model sha,Flagged,MoE,Average_llm_safety_score ⬆️,Non-toxicity,Non-Stereotype,AdvGLUE++,OoD,Adv Demo,Privacy,Ethics,Fairness,Experiment 🧪,Prefill (s),Decode (tokens/s),Memory (MB),Energy (tokens/kWh),chatbot_arena_rank ⬆️,Arena Elo,chatbot_arena_votes,Knowledge Cutoff,No Efficiency Data,No Safety Data,No Arena Data
roneneldan/TinyStories-33M,https://huggingface.co/roneneldan/TinyStories-33M,https://huggingface.co/datasets/open-llm-leaderboard/details_roneneldan__TinyStories-33M,28.41,24.23,25.69,23.82,47.64,49.09,0.0,🟢 pretrained,GPTNeoForCausalLM,Original,float16,True,not available,0.0,81.0,True,190d22e37cba4b12ddae57d6738a0c65f6ab1aa5,True,True,,,,,,,,,,,,,,,,,,,True,True,True
roneneldan/TinyStories-3M,https://huggingface.co/roneneldan/TinyStories-3M,https://huggingface.co/datasets/open-llm-leaderboard/details_roneneldan__TinyStories-3M,28.19,22.01,25.58,24.99,47.33,49.25,0.0,🟢 pretrained,GPTNeoForCausalLM,Original,float16,True,not available,0.0,2.0,True,cfaf26ec85ecdfc1bd7c2638104cce55cb67f894,True,True,,,,,,,,,,,,,,,,,,,True,True,True
roneneldan/TinyStories-8M,https://huggingface.co/roneneldan/TinyStories-8M,https://huggingface.co/datasets/open-llm-leaderboard/details_roneneldan__TinyStories-8M,28.31,24.66,25.03,23.33,46.54,50.28,0.0,🟢 pretrained,GPTNeoForCausalLM,Original,float16,True,not available,0.0,5.0,True,8612e3b15c66ffa94eaa6ee0de5c96edd2d630af,True,True,,,,,,,,,,,,,,,,,,,True,True,True
royallab/PsyOrca2-13b-DARE,https://huggingface.co/royallab/PsyOrca2-13b-DARE,https://huggingface.co/datasets/open-llm-leaderboard/details_royallab__PsyOrca2-13b-DARE,55.07,60.58,83.83,55.69,53.27,74.9,2.12,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,other,13.0,1.0,False,4d3b1d7a4a5e243d3b8882abaa4b4a13d0ecbce4,True,True,,,,,,,,,,,,,,,,,,,True,True,True
royallab/PsyOrca2-13b-DARE,https://huggingface.co/royallab/PsyOrca2-13b-DARE,https://huggingface.co/datasets/open-llm-leaderboard/details_royallab__PsyOrca2-13b-DARE,55.03,60.32,83.85,55.62,53.33,74.59,2.5,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,13.0,1.0,False,4d3b1d7a4a5e243d3b8882abaa4b4a13d0ecbce4,True,True,,,,,,,,,,,,,,,,,,,True,True,True
royallab/Pygmalion-2-13b-SuperCOT,https://huggingface.co/royallab/Pygmalion-2-13b-SuperCOT,https://huggingface.co/datasets/open-llm-leaderboard/details_royallab__Pygmalion-2-13b-SuperCOT,56.46,63.23,83.68,54.9,53.14,77.51,6.29,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,llama2,13.0,7.0,False,763b3fd5afc3e7fb6c7c8768d40f06901c8d5913,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rufjdk5480/WestLake-dpo-train-sft-v1,https://huggingface.co/rufjdk5480/WestLake-dpo-train-sft-v1,https://huggingface.co/datasets/open-llm-leaderboard/details_rufjdk5480__WestLake-dpo-train-sft-v1,71.06,65.78,85.76,61.8,67.8,82.79,62.4,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,True,mit,7.0,0.0,False,fd04d89dac9f3fc8f8f43048c3fad3821b0fada6,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rufjdk5480/gov-qna-ko-merged,https://huggingface.co/rufjdk5480/gov-qna-ko-merged,https://huggingface.co/datasets/open-llm-leaderboard/details_rufjdk5480__gov-qna-ko-merged,47.24,39.51,39.06,71.86,48.61,56.75,27.67,🔶 fine-tuned on domain-specific datasets,Unknown,Original,float16,True,mit,46.0,1.0,False,810c90db1842f6c5f314f23b7549d58316e0db95,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rufjdk5480/llama-7b-ludwig-alpaca,https://huggingface.co/rufjdk5480/llama-7b-ludwig-alpaca,https://huggingface.co/datasets/open-llm-leaderboard/details_rufjdk5480__llama-7b-ludwig-alpaca,51.6,54.01,78.73,45.8,41.91,74.27,14.86,🔶 fine-tuned on domain-specific datasets,Unknown,Adapter,float16,True,mit,7.0,1.0,False,7928584c0329c3ed88915a823033908be90ba657,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rufjdk5480/mixtral-ko-qna-merged,https://huggingface.co/rufjdk5480/mixtral-ko-qna-merged,https://huggingface.co/datasets/open-llm-leaderboard/details_rufjdk5480__mixtral-ko-qna-merged,47.24,39.51,39.06,71.86,48.61,56.75,27.67,"💬 chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,True,?,46.0,0.0,True,810c90db1842f6c5f314f23b7549d58316e0db95,True,True,,,,,,,,,,,,,,,,,,,True,True,True
runkai/PascalHermes-2.5-Mistral-7B,https://huggingface.co/runkai/PascalHermes-2.5-Mistral-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_runkai__PascalHermes-2.5-Mistral-7B,64.81,63.82,83.75,62.22,53.72,77.11,48.22,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,True,mit,7.0,0.0,False,17a4070a6e2515ef3e2dfb690d171e0a047aa3b8,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz/dec10,https://huggingface.co/rwitz/dec10,https://huggingface.co/datasets/open-llm-leaderboard/details_rwitz__dec10,72.05,69.11,86.46,64.98,60.42,80.74,70.58,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,7.0,0.0,False,d12ade4c823d9f42949c7902d0f01b2e996a7d7e,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz/dec10,https://huggingface.co/rwitz/dec10,https://huggingface.co/datasets/open-llm-leaderboard/details_rwitz__dec10,72.01,69.2,86.48,64.91,60.52,80.43,70.51,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,7.0,0.0,False,d12ade4c823d9f42949c7902d0f01b2e996a7d7e,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz/experiment26-SPIN-iter-0,https://huggingface.co/rwitz/experiment26-SPIN-iter-0,https://huggingface.co/datasets/open-llm-leaderboard/details_rwitz__experiment26-SPIN-iter-0,76.04,72.44,88.74,64.64,74.9,85.24,70.28,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,True,mit,7.0,0.0,False,b7174ccf5c91095737cdb29f50853512017a1ac4,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz/experiment26-truthy-iter-0,https://huggingface.co/rwitz/experiment26-truthy-iter-0,https://huggingface.co/datasets/open-llm-leaderboard/details_rwitz__experiment26-truthy-iter-0,76.65,73.29,89.11,64.35,77.86,84.93,70.36,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,mit,7.0,0.0,False,cd8bfad664fb7f9b017388d974dd3265f8c40396,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz/experiment26-truthy-iter-1,https://huggingface.co/rwitz/experiment26-truthy-iter-1,https://huggingface.co/datasets/open-llm-leaderboard/details_rwitz__experiment26-truthy-iter-1,76.6,73.21,89.13,64.34,77.66,84.85,70.43,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,mit,7.0,0.0,False,cb04e33c4ff559b31767765100cd50c24ec2531c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz/experiment26-truthy-iter-2,https://huggingface.co/rwitz/experiment26-truthy-iter-2,https://huggingface.co/datasets/open-llm-leaderboard/details_rwitz__experiment26-truthy-iter-2,76.6,73.38,89.11,64.36,77.3,85.0,70.43,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,mit,7.0,0.0,False,1dc4edde961960f7263dc3bdd37ca9e9f7e451ea,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz/go-bruins,https://huggingface.co/rwitz/go-bruins,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/510,71.81,69.11,86.73,64.94,58.71,81.45,69.9,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,cc-by-nc-4.0,7.0,15.0,False,a544f70a290738787bf3edc167f0bc95999e5702,False,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz/go-bruins,https://huggingface.co/rwitz/go-bruins,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/510,71.79,69.11,86.68,64.96,58.72,81.37,69.9,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,True,cc-by-nc-4.0,7.0,15.0,False,a544f70a290738787bf3edc167f0bc95999e5702,False,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz/go-bruins-v2,https://huggingface.co/rwitz/go-bruins-v2,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/510,72.07,69.8,87.05,64.75,59.7,81.45,69.67,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.0,30.0,False,24f8ce81d25c433bc6be147928779fb2d00ae0e7,False,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz/go-bruins-v2,https://huggingface.co/rwitz/go-bruins-v2,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/510,71.95,69.8,87.06,64.95,59.68,81.22,68.99,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,True,apache-2.0,7.0,30.0,False,49c730c9e00299eaefeb5ada30a9ec53659729a5,False,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz2/go-bruins-v2.1,https://huggingface.co/rwitz2/go-bruins-v2.1,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/474,74.5,71.93,88.33,65.0,69.16,82.16,70.43,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,True,cc-by-nc-4.0,7.0,0.0,False,1e785d545369d201262bcc740ff127bb120d7a6b,False,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz2/go-bruins-v2.1.1,https://huggingface.co/rwitz2/go-bruins-v2.1.1,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/474,74.95,72.87,88.33,65.18,69.8,82.24,71.27,not available,MistralForCausalLM,Original,bfloat16,True,cc,7.0,22.0,False,bd56295eab54eaacbb3af6ecb88b9434d9966d4e,False,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz2/grindin,https://huggingface.co/rwitz2/grindin,https://huggingface.co/datasets/open-llm-leaderboard/details_rwitz2__grindin,72.18,69.88,87.02,64.98,59.34,80.9,70.96,"💬 chat models (RLHF, DPO, IFT, ...)",Unknown,Adapter,bfloat16,True,cc-by-nc-4.0,0.0,0.0,True,9bdce071e0f87fe047cd2446be42edf91175c3be,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz2/ipo-test,https://huggingface.co/rwitz2/ipo-test,https://huggingface.co/datasets/open-llm-leaderboard/details_rwitz2__ipo-test,71.29,67.92,85.99,65.05,55.87,80.9,72.02,"💬 chat models (RLHF, DPO, IFT, ...)",Unknown,Adapter,bfloat16,True,cc-by-nc-4.0,0.0,0.0,True,b75cf49b19d31ae6c4f8d2a6f3a1484d143024e0,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rwitz2/pee,https://huggingface.co/rwitz2/pee,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/474,72.5,69.88,86.89,64.95,60.56,81.77,70.96,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.0,3.0,False,eb3b3b6b25c31a7805d672059e06d4eace586a28,False,True,,,,,,,,,,,,,,,,,,,True,True,True
rxavier/Taurus-1.0-Mistral-7B,https://huggingface.co/rxavier/Taurus-1.0-Mistral-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_rxavier__Taurus-1.0-Mistral-7B,66.4,63.57,83.64,63.5,50.21,78.14,59.36,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,mit,7.0,0.0,True,7576d3a7e138017e3da7dd8721c34684f9f8311f,True,True,,,,,,,,,,,,,,,,,,,True,True,True
rxavier/Taurus-7B-1.0,https://huggingface.co/rxavier/Taurus-7B-1.0,https://huggingface.co/datasets/open-llm-leaderboard/details_rxavier__Taurus-7B-1.0,66.4,63.57,83.64,63.5,50.21,78.14,59.36,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,mit,7.0,0.0,False,76ed64a2a381a5bffca52d336e1481dce83e16fa,True,True,,,,,,,,,,,,,,,,,,,True,True,True
ryandt/MusingCaterpillar,https://huggingface.co/ryandt/MusingCaterpillar,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/540,73.33,72.53,88.34,65.26,70.93,80.66,62.24,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,True,mit,8.0,0.0,False,83c266f92d51adb87ed2c259f2c151f05fb10cc2,False,True,,,,,,,,,,,,,,,,,,,True,True,True
s3nh/Mistral_Sonyichi-7B-slerp,https://huggingface.co/s3nh/Mistral_Sonyichi-7B-slerp,https://huggingface.co/datasets/open-llm-leaderboard/details_s3nh__Mistral_Sonyichi-7B-slerp,70.52,67.49,86.43,63.58,63.25,78.53,63.84,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,openrail,7.0,1.0,False,d6605744836a770190389a73d31440362c81f41e,True,True,,,,,,,,,,,,,,,,,,,True,True,True
s3nh/Noromaid-Aeryth-7B,https://huggingface.co/s3nh/Noromaid-Aeryth-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_s3nh__Noromaid-Aeryth-7B,57.82,56.74,78.62,57.29,65.66,71.82,16.76,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,3.0,False,e87dbfaf98d6d9422f3a16b10c8005801b28b139,True,True,,,,,,,,,,,,,,,,,,,True,True,True
s3nh/SeverusWestLake-7B-DPO,https://huggingface.co/s3nh/SeverusWestLake-7B-DPO,https://huggingface.co/datasets/open-llm-leaderboard/details_s3nh__SeverusWestLake-7B-DPO,75.42,72.18,88.94,64.65,71.49,86.11,69.14,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,mit,7.0,4.0,False,5d6dd3a16f0469cff432410b29ec410167b71c49,True,True,,,,,,,,,,,,,,,,,,,True,True,True
s3nh/Severusectum-7B-DPO,https://huggingface.co/s3nh/Severusectum-7B-DPO,https://huggingface.co/datasets/open-llm-leaderboard/details_s3nh__Severusectum-7B-DPO,75.18,71.5,88.55,64.79,72.45,83.27,70.51,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,mit,7.0,1.0,False,50f69f6cddaee727bb25f23a0eb525175a2c6491,True,True,,,,,,,,,,,,,,,,,,,True,True,True
s3nh/nsfw-noromaid-mistral-instruct,https://huggingface.co/s3nh/nsfw-noromaid-mistral-instruct,https://huggingface.co/datasets/open-llm-leaderboard/details_s3nh__nsfw-noromaid-mistral-instruct,47.49,51.79,75.39,46.47,33.49,71.19,6.6,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,2.0,False,a1f9d4f788c52967433396cbbb46e8bec4e0d891,True,True,,,,,,,,,,,,,,,,,,,True,True,True
s3nh/poorx32124,https://huggingface.co/s3nh/poorx32124,https://huggingface.co/datasets/open-llm-leaderboard/details_s3nh__poorx32124,53.53,53.16,73.58,52.88,50.26,69.38,21.91,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,mit,7.0,0.0,True,6062703b527da6fa7ede85ba17a5fba20524c042,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saarvajanik/facebook-opt-6.7b-gqa-ub-16-best-for-KV-cache,https://huggingface.co/saarvajanik/facebook-opt-6.7b-gqa-ub-16-best-for-KV-cache,https://huggingface.co/datasets/open-llm-leaderboard/details_saarvajanik__facebook-opt-6.7b-gqa-ub-16-best-for-KV-cache,28.84,23.04,25.94,23.12,48.99,51.93,0.0,🟢 pretrained,OPTForCausalLM,Original,float16,True,mit,6.0,0.0,False,4b01e3b68eadfeffec10ea017e6c1249c58a8d46,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saarvajanik/facebook-opt-6.7b-qcqa-ub-16-best-for-KV-cache,https://huggingface.co/saarvajanik/facebook-opt-6.7b-qcqa-ub-16-best-for-KV-cache,https://huggingface.co/datasets/open-llm-leaderboard/details_saarvajanik__facebook-opt-6.7b-qcqa-ub-16-best-for-KV-cache,28.58,23.81,27.05,23.12,46.69,50.83,0.0,🟢 pretrained,OPTForCausalLM,Original,float16,True,mit,6.0,0.0,False,42a63c805a12dda777f145ef3650202a55183a9f,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saarvajanik/facebook-opt-6.7b-qcqa-ub-16-best-for-q-loss,https://huggingface.co/saarvajanik/facebook-opt-6.7b-qcqa-ub-16-best-for-q-loss,https://huggingface.co/datasets/open-llm-leaderboard/details_saarvajanik__facebook-opt-6.7b-qcqa-ub-16-best-for-q-loss,28.25,21.67,26.65,23.15,46.81,51.22,0.0,🟢 pretrained,OPTForCausalLM,Original,float16,True,mit,6.0,0.0,False,2e3897dc86f781538f316fbf27072ae45d0779ee,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saberai/Zro1.5_3B,https://huggingface.co/saberai/Zro1.5_3B,https://huggingface.co/datasets/open-llm-leaderboard/details_saberai__Zro1.5_3B,38.02,35.92,61.11,25.55,36.89,58.72,9.93,🔶 fine-tuned on domain-specific datasets,GPTNeoXForCausalLM,Original,float16,True,apache-2.0,2.0,1.0,False,434e3ac9bb300779d677486d5e04d774fc514169,True,True,,,,,,,,,,,,,,,,,,,True,True,True
sail/Sailor-0.5B,https://huggingface.co/sail/Sailor-0.5B,https://huggingface.co/datasets/open-llm-leaderboard/details_sail__Sailor-0.5B,33.05,29.69,45.82,25.62,40.76,55.33,1.06,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,float16,True,apache-2.0,0.0,7.0,False,69e509f56254ae8bba6fdb9d2e35b9df03b96b7b,True,True,,,,,,,,,,,,,,,,,,,True,True,True
sail/Sailor-0.5B,https://huggingface.co/sail/Sailor-0.5B,https://huggingface.co/datasets/open-llm-leaderboard/details_sail__Sailor-0.5B,33.03,29.69,45.82,25.13,40.74,55.56,1.21,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,bfloat16,True,apache-2.0,0.0,7.0,False,69e509f56254ae8bba6fdb9d2e35b9df03b96b7b,True,True,,,,,,,,,,,,,,,,,,,True,True,True
sail/Sailor-0.5B-Chat,https://huggingface.co/sail/Sailor-0.5B-Chat,https://huggingface.co/datasets/open-llm-leaderboard/details_sail__Sailor-0.5B-Chat,33.47,30.38,45.51,26.73,39.85,56.51,1.82,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,bfloat16,True,apache-2.0,0.0,6.0,False,3d72ea8def9a4aa40d7536f5d568fcc4a16218b2,True,True,,,,,,,,,,,,,,,,,,,True,True,True
sail/Sailor-1.8B,https://huggingface.co/sail/Sailor-1.8B,https://huggingface.co/datasets/open-llm-leaderboard/details_sail__Sailor-1.8B,36.59,33.11,57.06,30.44,37.81,58.41,2.73,🟢 pretrained,Qwen2ForCausalLM,Original,float16,True,apache-2.0,1.0,6.0,False,c2d5776ce22949330793ddcc4f5b19f61f0dcf8d,True,True,,,,,,,,,,,,,,,,,,,True,True,True
sail/Sailor-1.8B-Chat,https://huggingface.co/sail/Sailor-1.8B-Chat,https://huggingface.co/datasets/open-llm-leaderboard/details_sail__Sailor-1.8B-Chat,38.76,35.75,57.12,38.31,38.71,59.12,3.56,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,bfloat16,True,apache-2.0,1.0,3.0,False,2a3bbb343ffba05985f26f66e2d3ee8e695a2e94,True,True,,,,,,,,,,,,,,,,,,,True,True,True
sail/Sailor-4B,https://huggingface.co/sail/Sailor-4B,https://huggingface.co/datasets/open-llm-leaderboard/details_sail__Sailor-4B,44.19,44.45,69.53,38.99,37.02,66.06,9.1,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,float16,True,apache-2.0,3.0,5.0,False,bc4d4e338bf7e64e52dd05c69bc7e893a21d9dad,True,True,,,,,,,,,,,,,,,,,,,True,True,True
sail/Sailor-4B,https://huggingface.co/sail/Sailor-4B,https://huggingface.co/datasets/open-llm-leaderboard/details_sail__Sailor-4B,43.72,43.86,69.51,37.45,37.02,65.67,8.79,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,bfloat16,True,apache-2.0,3.0,5.0,False,bc4d4e338bf7e64e52dd05c69bc7e893a21d9dad,True,True,,,,,,,,,,,,,,,,,,,True,True,True
sail/Sailor-4B-Chat,https://huggingface.co/sail/Sailor-4B-Chat,https://huggingface.co/datasets/open-llm-leaderboard/details_sail__Sailor-4B-Chat,45.8,45.05,68.36,43.96,42.09,66.22,9.1,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,bfloat16,True,apache-2.0,3.0,1.0,False,462e04484d1b1dd9c4dffe4f3d2d313e01a7abda,True,True,,,,,,,,,,,,,,,,,,,True,True,True
sail/Sailor-7B,https://huggingface.co/sail/Sailor-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_sail__Sailor-7B,53.88,49.83,76.21,54.65,40.08,69.14,33.36,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,bfloat16,True,apache-2.0,7.0,27.0,False,f8a0533c4818d021a7dbf985b9779d0a640bae6b,True,True,,,,,,,,,,,,,,,,,,,True,True,True
sail/Sailor-7B,https://huggingface.co/sail/Sailor-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_sail__Sailor-7B,53.82,49.83,76.21,54.84,40.12,69.38,32.52,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,float16,True,apache-2.0,7.0,27.0,False,f8a0533c4818d021a7dbf985b9779d0a640bae6b,True,True,,,,,,,,,,,,,,,,,,,True,True,True
sail/Sailor-7B-Chat,https://huggingface.co/sail/Sailor-7B-Chat,https://huggingface.co/datasets/open-llm-leaderboard/details_sail__Sailor-7B-Chat,54.81,52.3,75.01,56.24,44.09,70.8,30.4,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,bfloat16,True,apache-2.0,7.0,5.0,False,c7bd0a5e9ec309952f4b8187399314d618da8496,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saishf/Fett-Eris-Mix-7B,https://huggingface.co/saishf/Fett-Eris-Mix-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_saishf__Fett-Eris-Mix-7B,71.66,68.77,87.33,63.65,71.91,80.82,57.47,🤝 base merges and moerges,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,7.0,2.0,False,287e1bc2ca35ba1978cfe1040d9183d530b23c0c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saishf/Fett-uccine-11B-Experiment,https://huggingface.co/saishf/Fett-uccine-11B-Experiment,https://huggingface.co/datasets/open-llm-leaderboard/details_saishf__Fett-uccine-11B-Experiment,63.09,63.14,85.39,59.72,69.92,74.59,25.78,🤝 base merges and moerges,MistralForCausalLM,Original,float16,False,agpl-3.0,10.0,0.0,False,b0673c461432527942cf2e82ffdca34360098712,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saishf/Fimbulvetr-Kuro-Lotus-10.7B,https://huggingface.co/saishf/Fimbulvetr-Kuro-Lotus-10.7B,https://huggingface.co/datasets/open-llm-leaderboard/details_saishf__Fimbulvetr-Kuro-Lotus-10.7B,72.73,69.54,87.87,66.99,60.95,84.14,66.87,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,10.0,17.0,False,b41d174c2041e8661086e4eb939480641a5c66dc,True,False,,,,,,,,,,,,,,,,,,,True,True,True
saishf/Kuno-Lake-7B,https://huggingface.co/saishf/Kuno-Lake-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_saishf__Kuno-Lake-7B,73.56,71.84,88.15,64.76,66.83,84.45,65.35,🤝 base merges and moerges,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,7.0,2.0,False,ee6af302f1aa7b49a89f79ae2ae15e3a357099f0,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saishf/Kuro-Lotus-10.7B,https://huggingface.co/saishf/Kuro-Lotus-10.7B,https://huggingface.co/datasets/open-llm-leaderboard/details_saishf__Kuro-Lotus-10.7B,71.9,68.69,87.51,66.64,58.27,84.21,66.11,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,10.0,4.0,False,ec748dade16858ef2fb3c712c78de748d165a21c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saishf/Merge-Mayhem-L3-V2,https://huggingface.co/saishf/Merge-Mayhem-L3-V2,https://huggingface.co/datasets/open-llm-leaderboard/details_saishf__Merge-Mayhem-L3-V2,55.84,61.69,80.03,66.83,51.5,74.9,0.08,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,8.0,3.0,False,d40f39f4201f5c11d9a91311029fff84d6909265,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saishf/Merge-Mayhem-L3-V2.1,https://huggingface.co/saishf/Merge-Mayhem-L3-V2.1,https://huggingface.co/datasets/open-llm-leaderboard/details_saishf__Merge-Mayhem-L3-V2.1,67.27,62.29,79.82,67.58,52.91,75.77,65.28,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,8.0,0.0,False,ac3d3a0b3b4911530ccae3941cb14252a17083c6,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saishf/Multi-Verse-RP-7B,https://huggingface.co/saishf/Multi-Verse-RP-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_saishf__Multi-Verse-RP-7B,74.73,72.35,88.37,63.94,73.19,84.14,66.41,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,7.0,3.0,False,ca05b22adfc6ef9a9af7d2a07d617ac8684b1b9a,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saishf/SOVLish-Maid-L3-8B,https://huggingface.co/saishf/SOVLish-Maid-L3-8B,https://huggingface.co/datasets/open-llm-leaderboard/details_saishf__SOVLish-Maid-L3-8B,66.24,61.35,79.1,67.24,49.88,75.45,64.44,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,8.0,6.0,False,16f2c0201677f974fbf6b4b097c44a59433cdc96,True,True,,,,,,,,,,,,,,,,,,,True,True,True
saishf/Top-Western-Maid-7B,https://huggingface.co/saishf/Top-Western-Maid-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_saishf__Top-Western-Maid-7B,71.57,69.37,87.4,64.63,58.79,83.27,65.96,🤝 base merges and moerges,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,7.0,0.0,False,2973b0902468b765a9d6452ae3ba116a3e1ceba0,True,True,,,,,,,,,,,,,,,,,,,True,True,True
